mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.035803365707397464,0.0053951429029185085,0.0048005104064941405,0.00391960237264042,1,1,"{'max_depth': 1, 'min_samples_leaf': 1}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.025015926361083983,0.0076611534485741695,0.003123617172241211,0.006247234344482422,1,5,"{'max_depth': 1, 'min_samples_leaf': 5}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.026927852630615236,0.006267158638948341,0.0,0.0,1,10,"{'max_depth': 1, 'min_samples_leaf': 10}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.01876964569091797,0.006266905750071956,0.009370231628417968,0.007650767077432758,1,20,"{'max_depth': 1, 'min_samples_leaf': 20}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.025011110305786132,0.007659171081232431,0.006252717971801758,0.007657986139129953,1,50,"{'max_depth': 1, 'min_samples_leaf': 50}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.034289216995239256,0.006504570165514327,0.010978317260742188,0.006233881961203783,1,100,"{'max_depth': 1, 'min_samples_leaf': 100}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,115,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.03751029968261719,0.007657557292112039,0.009386062622070312,0.00766369677580954,2,1,"{'max_depth': 2, 'min_samples_leaf': 1}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.036179733276367185,0.006289147189146875,0.009508943557739258,0.007767482222372347,2,5,"{'max_depth': 2, 'min_samples_leaf': 5}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.031700658798217776,0.0008576386473033915,0.0,0.0,2,10,"{'max_depth': 2, 'min_samples_leaf': 10}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.03452615737915039,0.006543494171717333,0.004729175567626953,0.006273788139023519,2,20,"{'max_depth': 2, 'min_samples_leaf': 20}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.029872751235961913,0.0027509911011667086,0.0031254768371582033,0.006250953674316406,2,50,"{'max_depth': 2, 'min_samples_leaf': 50}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.032171106338500975,0.0011409556473296638,0.0016064167022705079,0.0032128334045410157,2,100,"{'max_depth': 2, 'min_samples_leaf': 100}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,109,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.04374995231628418,0.006259054613504226,0.0031252384185791017,0.0062504768371582035,3,1,"{'max_depth': 3, 'min_samples_leaf': 1}",-777.1518891597317,-792.2375585795946,-785.3975824702298,-767.8217401069561,-778.036538469142,-780.1290617571309,8.235112414415592,103,-780.4412809209605,-776.8289629367505,-776.8382920423245,-781.7164686063654,-779.6297788805746,-779.0909566773951,1.9594964383421707
